date,year,month,hb_key,hb_name,num_attendances,avg_attendances_20171819,destination,destination_prop,avg_prop_20171819
2020-05-01,2020,May,NHS Ayrshire and Arran_May,NHS Ayrshire and Arran,7421,10753.333333333334,Transferred to another NHS provider,0.010537992235163616,0.0197329458816195
2020-05-01,2020,May,NHS Ayrshire and Arran_May,NHS Ayrshire and Arran,7421,10753.333333333334,Unknown or other discharge destination,0.04908485856905158,0.035957304855368674
2020-06-01,2020,Jun,NHS Ayrshire and Arran_Jun,NHS Ayrshire and Arran,7904,10174,Admission to same facility,0.37760787870934304,0.302298193585722
2020-06-01,2020,Jun,NHS Ayrshire and Arran_Jun,NHS Ayrshire and Arran,7904,10174,Discharged to private provider/died,0.0015550084229622911,8.261662397799696e-4
2020-06-01,2020,Jun,NHS Ayrshire and Arran_Jun,NHS Ayrshire and Arran,7904,10174,Discharged to private residence,0.568744330698458,0.6449275195524153
2020-06-01,2020,Jun,NHS Ayrshire and Arran_Jun,NHS Ayrshire and Arran,7904,10174,Transferred to another NHS provider,0.01127381106647661,0.013102768378550239
2020-06-01,2020,Jun,NHS Ayrshire and Arran_Jun,NHS Ayrshire and Arran,7904,10174,Unknown or other discharge destination,0.04081897110276014,0.03884535224353237
2020-07-01,2020,Jul,NHS Ayrshire and Arran_Jul,NHS Ayrshire and Arran,8629,9989.333333333334,Admission to same facility,0.3823074175497083,0.28981041309462885
2020-07-01,2020,Jul,NHS Ayrshire and Arran_Jul,NHS Ayrshire and Arran,8629,9989.333333333334,Discharged to private provider/died,0.0010715561376354328,0.00144458479005778
2020-07-01,2020,Jul,NHS Ayrshire and Arran_Jul,NHS Ayrshire and Arran,8629,9989.333333333334,Discharged to private residence,0.5551851410882248,0.6583168476493189
2020-07-01,2020,Jul,NHS Ayrshire and Arran_Jul,NHS Ayrshire and Arran,8629,9989.333333333334,Transferred to another NHS provider,0.011310870341707345,0.013708954848111778
2020-07-01,2020,Jul,NHS Ayrshire and Arran_Jul,NHS Ayrshire and Arran,8629,9989.333333333334,Unknown or other discharge destination,0.05012501488272413,0.03671919961788276
2020-08-01,2020,Aug,NHS Ayrshire and Arran_Aug,NHS Ayrshire and Arran,9203,9802,Admission to same facility,0.2954803543038837,0.29946219270393504
2020-08-01,2020,Aug,NHS Ayrshire and Arran_Aug,NHS Ayrshire and Arran,9203,9802,Discharged to private provider/died,4.542357483533954e-4,0.0010394807262965404
2020-08-01,2020,Aug,NHS Ayrshire and Arran_Aug,NHS Ayrshire and Arran,9203,9802,Discharged to private residence,0.6472859414035884,0.6448400808928607
2020-08-01,2020,Aug,NHS Ayrshire and Arran_Aug,NHS Ayrshire and Arran,9203,9802,Transferred to another NHS provider,0.013627072450601862,0.015347065896651017
2020-08-01,2020,Aug,NHS Ayrshire and Arran_Aug,NHS Ayrshire and Arran,9203,9802,Unknown or other discharge destination,0.04315239609357256,0.039311179780256736
2020-09-01,2020,Sep,NHS Ayrshire and Arran_Sep,NHS Ayrshire and Arran,8176,9832.333333333334,Admission to same facility,0.2917249269098767,0.30868720006137856
2020-09-01,2020,Sep,NHS Ayrshire and Arran_Sep,NHS Ayrshire and Arran,8176,9832.333333333334,Discharged to private provider/died,0.0017795856107792043,0.0011344114840637178
2020-09-01,2020,Sep,NHS Ayrshire and Arran_Sep,NHS Ayrshire and Arran,8176,9832.333333333334,Discharged to private residence,0.6573026566670904,0.6375997024775784
2020-09-01,2020,Sep,NHS Ayrshire and Arran_Sep,NHS Ayrshire and Arran,8176,9832.333333333334,Transferred to another NHS provider,0.014363798144146435,0.01586715787324626
2020-09-01,2020,Sep,NHS Ayrshire and Arran_Sep,NHS Ayrshire and Arran,8176,9832.333333333334,Unknown or other discharge destination,0.03482903266810728,0.036711528103733126
2020-10-01,2020,Oct,NHS Ayrshire and Arran_Oct,NHS Ayrshire and Arran,7376,9705.666666666666,Admission to same facility,0.32857342853142935,0.32177382139597166
2020-10-01,2020,Oct,NHS Ayrshire and Arran_Oct,NHS Ayrshire and Arran,7376,9705.666666666666,Discharged to private provider/died,0.002659946801063979,0.0016429500853615082
2020-10-01,2020,Oct,NHS Ayrshire and Arran_Oct,NHS Ayrshire and Arran,7376,9705.666666666666,Discharged to private residence,0.619907601847963,0.6244439771681978
2020-10-01,2020,Oct,NHS Ayrshire and Arran_Oct,NHS Ayrshire and Arran,7376,9705.666666666666,Transferred to another NHS provider,0.015259694806103877,0.014250503223620425
2020-10-01,2020,Oct,NHS Ayrshire and Arran_Oct,NHS Ayrshire and Arran,7376,9705.666666666666,Unknown or other discharge destination,0.03359932801343973,0.037888748126848656
2020-11-01,2020,Nov,NHS Ayrshire and Arran_Nov,NHS Ayrshire and Arran,5908,9256.333333333334,Admission to same facility,0.37187169545294324,0.33351434400691826
2020-11-01,2020,Nov,NHS Ayrshire and Arran_Nov,NHS Ayrshire and Arran,5908,9256.333333333334,Discharged to private provider/died,0.0024673951357067326,0.0014532236654351042
2020-11-01,2020,Nov,NHS Ayrshire and Arran_Nov,NHS Ayrshire and Arran,5908,9256.333333333334,Discharged to private residence,0.5673246387028551,0.6125477924775845
2020-11-01,2020,Nov,NHS Ayrshire and Arran_Nov,NHS Ayrshire and Arran,5908,9256.333333333334,Transferred to another NHS provider,0.018505463517800493,0.014357422288815674
2020-11-01,2020,Nov,NHS Ayrshire and Arran_Nov,NHS Ayrshire and Arran,5908,9256.333333333334,Unknown or other discharge destination,0.039830807190694394,0.03812721756124647
2020-12-01,2020,Dec,NHS Ayrshire and Arran_Dec,NHS Ayrshire and Arran,5856,9576.333333333334,Admission to same facility,0.34370030040643224,0.34402291664005386
2020-12-01,2020,Dec,NHS Ayrshire and Arran_Dec,NHS Ayrshire and Arran,5856,9576.333333333334,Discharged to private provider/died,0.003004064322318431,0.0017305348170790975
2020-12-01,2020,Dec,NHS Ayrshire and Arran_Dec,NHS Ayrshire and Arran,5856,9576.333333333334,Discharged to private residence,0.5889733168404312,0.6044324244971861
2020-12-01,2020,Dec,NHS Ayrshire and Arran_Dec,NHS Ayrshire and Arran,5856,9576.333333333334,Transferred to another NHS provider,0.013606644283442304,0.015096049146288554
2020-12-01,2020,Dec,NHS Ayrshire and Arran_Dec,NHS Ayrshire and Arran,5856,9576.333333333334,Unknown or other discharge destination,0.050715674147375864,0.034718074899392375
2021-01-01,2021,Jan,NHS Ayrshire and Arran_Jan,NHS Ayrshire and Arran,5308,9176.666666666666,Admission to same facility,0.36780027521132297,0.36018145027599213
2021-01-01,2021,Jan,NHS Ayrshire and Arran_Jan,NHS Ayrshire and Arran,5308,9176.666666666666,Discharged to private provider/died,0.003538431295459013,0.0018699926649379053
2021-01-01,2021,Jan,NHS Ayrshire and Arran_Jan,NHS Ayrshire and Arran,5308,9176.666666666666,Discharged to private residence,0.576174562610576,0.5875615879281288
2021-01-01,2021,Jan,NHS Ayrshire and Arran_Jan,NHS Ayrshire and Arran,5308,9176.666666666666,Transferred to another NHS provider,0.01592294082956556,0.018973670914864158
2021-01-01,2021,Jan,NHS Ayrshire and Arran_Jan,NHS Ayrshire and Arran,5308,9176.666666666666,Unknown or other discharge destination,0.03656379005307647,0.03141329821607692
2021-02-01,2021,Feb,NHS Ayrshire and Arran_Feb,NHS Ayrshire and Arran,5039,8519,Admission to same facility,0.36363636363636365,0.35021033175693705
2021-02-01,2021,Feb,NHS Ayrshire and Arran_Feb,NHS Ayrshire and Arran,5039,8519,Discharged to private provider/died,0.0024681201151789387,0.0016250693785575504
2021-02-01,2021,Feb,NHS Ayrshire and Arran_Feb,NHS Ayrshire and Arran,5039,8519,Discharged to private residence,0.5810366104483752,0.5961543308159216
2021-02-01,2021,Feb,NHS Ayrshire and Arran_Feb,NHS Ayrshire and Arran,5039,8519,Transferred to another NHS provider,0.014808720691073632,0.01841352307697903
2021-02-01,2021,Feb,NHS Ayrshire and Arran_Feb,NHS Ayrshire and Arran,5039,8519,Unknown or other discharge destination,0.038050185109008636,0.033596744971604746
2021-03-01,2021,Mar,NHS Ayrshire and Arran_Mar,NHS Ayrshire and Arran,6332,9972.333333333334,Admission to same facility,0.35331487212901125,0.33936700175859
2021-03-01,2021,Mar,NHS Ayrshire and Arran_Mar,NHS Ayrshire and Arran,6332,9972.333333333334,Discharged to private provider/died,0.0021176087310636913,0.0016278647961431782
2021-03-01,2021,Mar,NHS Ayrshire and Arran_Mar,NHS Ayrshire and Arran,6332,9972.333333333334,Discharged to private residence,0.594722267470272,0.6081313108370031
2021-03-01,2021,Mar,NHS Ayrshire and Arran_Mar,NHS Ayrshire and Arran,6332,9972.333333333334,Transferred to another NHS provider,0.014660368138133246,0.01861619596714208
2021-03-01,2021,Mar,NHS Ayrshire and Arran_Mar,NHS Ayrshire and Arran,6332,9972.333333333334,Unknown or other discharge destination,0.035184883531519794,0.0322576266411216
2021-04-01,2021,Apr,NHS Ayrshire and Arran_Apr,NHS Ayrshire and Arran,7515,9909.333333333334,Admission to same facility,0.2875790052212146,0.3207948476923934
2021-04-01,2021,Apr,NHS Ayrshire and Arran_Apr,NHS Ayrshire and Arran,7515,9909.333333333334,Discharged to private provider/died,0.0015114042319318494,0.0014357956800735848
2021-04-01,2021,Apr,NHS Ayrshire and Arran_Apr,NHS Ayrshire and Arran,7515,9909.333333333334,Discharged to private residence,0.6558120362737015,0.6217694072929685
2021-04-01,2021,Apr,NHS Ayrshire and Arran_Apr,NHS Ayrshire and Arran,7515,9909.333333333334,Transferred to another NHS provider,0.012778235779060182,0.01838351380809297
2021-04-01,2021,Apr,NHS Ayrshire and Arran_Apr,NHS Ayrshire and Arran,7515,9909.333333333334,Unknown or other discharge destination,0.04231931849409178,0.03761643552647155
2021-05-01,2021,May,NHS Ayrshire and Arran_May,NHS Ayrshire and Arran,8783,10753.333333333334,Admission to same facility,0.2925437031751695,0.3043737409432094
2021-05-01,2021,May,NHS Ayrshire and Arran_May,NHS Ayrshire and Arran,8783,10753.333333333334,Discharged to private provider/died,0.0016648828635985255,0.0013720355407946562
2021-05-01,2021,May,NHS Ayrshire and Arran_May,NHS Ayrshire and Arran,8783,10753.333333333334,Discharged to private residence,0.6546557260078487,0.6385639727790078
2021-05-01,2021,May,NHS Ayrshire and Arran_May,NHS Ayrshire and Arran,8783,10753.333333333334,Transferred to another NHS provider,0.012486621476988941,0.0197329458816195
2021-05-01,2021,May,NHS Ayrshire and Arran_May,NHS Ayrshire and Arran,8783,10753.333333333334,Unknown or other discharge destination,0.038649066476394336,0.035957304855368674
2021-06-01,2021,Jun,NHS Ayrshire and Arran_Jun,NHS Ayrshire and Arran,9020,10174,Admission to same facility,0.27560890339121313,0.302298193585722
2021-06-01,2021,Jun,NHS Ayrshire and Arran_Jun,NHS Ayrshire and Arran,9020,10174,Discharged to private provider/died,0.0012819018762382007,8.261662397799696e-4
2021-06-01,2021,Jun,NHS Ayrshire and Arran_Jun,NHS Ayrshire and Arran,9020,10174,Discharged to private residence,0.6540030299498892,0.6449275195524153
2021-06-01,2021,Jun,NHS Ayrshire and Arran_Jun,NHS Ayrshire and Arran,9020,10174,Transferred to another NHS provider,0.012819018762382006,0.013102768378550239
2021-06-01,2021,Jun,NHS Ayrshire and Arran_Jun,NHS Ayrshire and Arran,9020,10174,Unknown or other discharge destination,0.05628714602027736,0.03884535224353237
2021-07-01,2021,Jul,NHS Ayrshire and Arran_Jul,NHS Ayrshire and Arran,8935,9989.333333333334,Admission to same facility,0.2821117134103229,0.28981041309462885
2021-07-01,2021,Jul,NHS Ayrshire and Arran_Jul,NHS Ayrshire and Arran,8935,9989.333333333334,Discharged to private provider/died,0.0021211407023332546,0.00144458479005778
2021-07-01,2021,Jul,NHS Ayrshire and Arran_Jul,NHS Ayrshire and Arran,8935,9989.333333333334,Discharged to private residence,0.6431769974074947,0.6583168476493189
2021-07-01,2021,Jul,NHS Ayrshire and Arran_Jul,NHS Ayrshire and Arran,8935,9989.333333333334,Transferred to another NHS provider,0.01272684421399953,0.013708954848111778
2021-07-01,2021,Jul,NHS Ayrshire and Arran_Jul,NHS Ayrshire and Arran,8935,9989.333333333334,Unknown or other discharge destination,0.05986330426584963,0.03671919961788276
2021-08-01,2021,Aug,NHS Ayrshire and Arran_Aug,NHS Ayrshire and Arran,9242,9802,Admission to same facility,0.273972602739726,0.29946219270393504
2021-08-01,2021,Aug,NHS Ayrshire and Arran_Aug,NHS Ayrshire and Arran,9242,9802,Discharged to private provider/died,0.0013813744675952573,0.0010394807262965404
2021-08-01,2021,Aug,NHS Ayrshire and Arran_Aug,NHS Ayrshire and Arran,9242,9802,Discharged to private residence,0.6630597444457235,0.6448400808928607
2021-08-01,2021,Aug,NHS Ayrshire and Arran_Aug,NHS Ayrshire and Arran,9242,9802,Transferred to another NHS provider,0.012432370208357316,0.015347065896651017
2021-08-01,2021,Aug,NHS Ayrshire and Arran_Aug,NHS Ayrshire and Arran,9242,9802,Unknown or other discharge destination,0.04915390813859791,0.039311179780256736
2021-09-01,2021,Sep,NHS Ayrshire and Arran_Sep,NHS Ayrshire and Arran,8133,9832.333333333334,Admission to same facility,0.3106158206647771,0.30868720006137856
2021-09-01,2021,Sep,NHS Ayrshire and Arran_Sep,NHS Ayrshire and Arran,8133,9832.333333333334,Discharged to private provider/died,7.729966503478485e-4,0.0011344114840637178
2021-09-01,2021,Sep,NHS Ayrshire and Arran_Sep,NHS Ayrshire and Arran,8133,9832.333333333334,Discharged to private residence,0.622262303530018,0.6375997024775784
2021-09-01,2021,Sep,NHS Ayrshire and Arran_Sep,NHS Ayrshire and Arran,8133,9832.333333333334,Transferred to another NHS provider,0.017778922958000515,0.01586715787324626
2021-09-01,2021,Sep,NHS Ayrshire and Arran_Sep,NHS Ayrshire and Arran,8133,9832.333333333334,Unknown or other discharge destination,0.04856995619685648,0.036711528103733126
2021-10-01,2021,Oct,NHS Ayrshire and Arran_Oct,NHS Ayrshire and Arran,8047,9705.666666666666,Admission to same facility,0.29980481457384517,0.32177382139597166
2021-10-01,2021,Oct,NHS Ayrshire and Arran_Oct,NHS Ayrshire and Arran,8047,9705.666666666666,Discharged to private provider/died,0.0018217306441119063,0.0016429500853615082
2021-10-01,2021,Oct,NHS Ayrshire and Arran_Oct,NHS Ayrshire and Arran,8047,9705.666666666666,Discharged to private residence,0.6249837345478204,0.6244439771681978
2021-10-01,2021,Oct,NHS Ayrshire and Arran_Oct,NHS Ayrshire and Arran,8047,9705.666666666666,Transferred to another NHS provider,0.021600520494469748,0.014250503223620425
2021-10-01,2021,Oct,NHS Ayrshire and Arran_Oct,NHS Ayrshire and Arran,8047,9705.666666666666,Unknown or other discharge destination,0.05178919973975277,0.037888748126848656
2021-11-01,2021,Nov,NHS Ayrshire and Arran_Nov,NHS Ayrshire and Arran,7297,9256.333333333334,Admission to same facility,0.31682322801024765,0.33351434400691826
2021-11-01,2021,Nov,NHS Ayrshire and Arran_Nov,NHS Ayrshire and Arran,7297,9256.333333333334,Discharged to private provider/died,0.0019925989183034445,0.0014532236654351042
2021-11-01,2021,Nov,NHS Ayrshire and Arran_Nov,NHS Ayrshire and Arran,7297,9256.333333333334,Discharged to private residence,0.6212638770281811,0.6125477924775845
2021-11-01,2021,Nov,NHS Ayrshire and Arran_Nov,NHS Ayrshire and Arran,7297,9256.333333333334,Transferred to another NHS provider,0.018218047253060064,0.014357422288815674
2021-11-01,2021,Nov,NHS Ayrshire and Arran_Nov,NHS Ayrshire and Arran,7297,9256.333333333334,Unknown or other discharge destination,0.0417022487902078,0.03812721756124647
2021-12-01,2021,Dec,NHS Ayrshire and Arran_Dec,NHS Ayrshire and Arran,6843,9576.333333333334,Admission to same facility,0.3158531056369956,0.34402291664005386
2021-12-01,2021,Dec,NHS Ayrshire and Arran_Dec,NHS Ayrshire and Arran,6843,9576.333333333334,Discharged to private provider/died,0.0016623847665105033,0.0017305348170790975
2021-12-01,2021,Dec,NHS Ayrshire and Arran_Dec,NHS Ayrshire and Arran,6843,9576.333333333334,Discharged to private residence,0.61553574127248,0.6044324244971861
2021-12-01,2021,Dec,NHS Ayrshire and Arran_Dec,NHS Ayrshire and Arran,6843,9576.333333333334,Transferred to another NHS provider,0.0188907359830739,0.015096049146288554
2021-12-01,2021,Dec,NHS Ayrshire and Arran_Dec,NHS Ayrshire and Arran,6843,9576.333333333334,Unknown or other discharge destination,0.048058032340940006,0.034718074899392375
2022-01-01,2022,Jan,NHS Ayrshire and Arran_Jan,NHS Ayrshire and Arran,6820,9176.666666666666,Admission to same facility,0.30621051009400524,0.36018145027599213
2022-01-01,2022,Jan,NHS Ayrshire and Arran_Jan,NHS Ayrshire and Arran,6820,9176.666666666666,Discharged to private provider/died,0.0029280320542456463,0.0018699926649379053
2022-01-01,2022,Jan,NHS Ayrshire and Arran_Jan,NHS Ayrshire and Arran,6820,9176.666666666666,Discharged to private residence,0.6275235013099091,0.5875615879281288
2022-01-01,2022,Jan,NHS Ayrshire and Arran_Jan,NHS Ayrshire and Arran,6820,9176.666666666666,Transferred to another NHS provider,0.022037293881954075,0.018973670914864158
2022-01-01,2022,Jan,NHS Ayrshire and Arran_Jan,NHS Ayrshire and Arran,6820,9176.666666666666,Unknown or other discharge destination,0.04130066265988596,0.03141329821607692
2022-02-01,2022,Feb,NHS Ayrshire and Arran_Feb,NHS Ayrshire and Arran,6739,8519,Admission to same facility,0.2763749031758327,0.35021033175693705
2022-02-01,2022,Feb,NHS Ayrshire and Arran_Feb,NHS Ayrshire and Arran,6739,8519,Discharged to private provider/died,0.002013942680092951,0.0016250693785575504
2022-02-01,2022,Feb,NHS Ayrshire and Arran_Feb,NHS Ayrshire and Arran,6739,8519,Discharged to private residence,0.6424477149496515,0.5961543308159216
2022-02-01,2022,Feb,NHS Ayrshire and Arran_Feb,NHS Ayrshire and Arran,6739,8519,Transferred to another NHS provider,0.01812548412083656,0.01841352307697903
2022-02-01,2022,Feb,NHS Ayrshire and Arran_Feb,NHS Ayrshire and Arran,6739,8519,Unknown or other discharge destination,0.061037955073586364,0.033596744971604746
2022-03-01,2022,Mar,NHS Ayrshire and Arran_Mar,NHS Ayrshire and Arran,8279,9972.333333333334,Admission to same facility,0.26003270851679455,0.33936700175859
2022-03-01,2022,Mar,NHS Ayrshire and Arran_Mar,NHS Ayrshire and Arran,8279,9972.333333333334,Discharged to private provider/died,0.001887029815071078,0.0016278647961431782
2022-03-01,2022,Mar,NHS Ayrshire and Arran_Mar,NHS Ayrshire and Arran,8279,9972.333333333334,Discharged to private residence,0.6568121776324066,0.6081313108370031
2022-03-01,2022,Mar,NHS Ayrshire and Arran_Mar,NHS Ayrshire and Arran,8279,9972.333333333334,Transferred to another NHS provider,0.01660586237262549,0.01861619596714208
2022-03-01,2022,Mar,NHS Ayrshire and Arran_Mar,NHS Ayrshire and Arran,8279,9972.333333333334,Unknown or other discharge destination,0.06466222166310227,0.0322576266411216
2022-04-01,2022,Apr,NHS Ayrshire and Arran_Apr,NHS Ayrshire and Arran,7683,9909.333333333334,Admission to same facility,0.25398121682319313,0.3207948476923934
2022-04-01,2022,Apr,NHS Ayrshire and Arran_Apr,NHS Ayrshire and Arran,7683,9909.333333333334,Discharged to private provider/died,0.0016333197223356473,0.0014357956800735848
2022-04-01,2022,Apr,NHS Ayrshire and Arran_Apr,NHS Ayrshire and Arran,7683,9909.333333333334,Discharged to private residence,0.6544167687491493,0.6217694072929685
2022-04-01,2022,Apr,NHS Ayrshire and Arran_Apr,NHS Ayrshire and Arran,7683,9909.333333333334,Transferred to another NHS provider,0.01769429699196951,0.01838351380809297
2022-04-01,2022,Apr,NHS Ayrshire and Arran_Apr,NHS Ayrshire and Arran,7683,9909.333333333334,Unknown or other discharge destination,0.0722743977133524,0.03761643552647155
2022-05-01,2022,May,NHS Ayrshire and Arran_May,NHS Ayrshire and Arran,8518,10753.333333333334,Admission to same facility,0.25343568156493745,0.3043737409432094
2022-05-01,2022,May,NHS Ayrshire and Arran_May,NHS Ayrshire and Arran,8518,10753.333333333334,Discharged to private provider/died,0.0014857001361891792,0.0013720355407946562
2022-05-01,2022,May,NHS Ayrshire and Arran_May,NHS Ayrshire and Arran,8518,10753.333333333334,Discharged to private residence,0.6629936857744212,0.6385639727790078
2022-05-01,2022,May,NHS Ayrshire and Arran_May,NHS Ayrshire and Arran,8518,10753.333333333334,Transferred to another NHS provider,0.018199826668317445,0.0197329458816195
2022-05-01,2022,May,NHS Ayrshire and Arran_May,NHS Ayrshire and Arran,8518,10753.333333333334,Unknown or other discharge destination,0.0638851058561347,0.035957304855368674
2022-06-01,2022,Jun,NHS Ayrshire and Arran_Jun,NHS Ayrshire and Arran,8451,10174,Admission to same facility,0.2453416149068323,0.302298193585722
2022-06-01,2022,Jun,NHS Ayrshire and Arran_Jun,NHS Ayrshire and Arran,8451,10174,Discharged to private provider/died,0.002111801242236025,8.261662397799696e-4
2022-06-01,2022,Jun,NHS Ayrshire and Arran_Jun,NHS Ayrshire and Arran,8451,10174,Discharged to private residence,0.6771428571428572,0.6449275195524153
2022-06-01,2022,Jun,NHS Ayrshire and Arran_Jun,NHS Ayrshire and Arran,8451,10174,Transferred to another NHS provider,0.016024844720496895,0.013102768378550239
2022-06-01,2022,Jun,NHS Ayrshire and Arran_Jun,NHS Ayrshire and Arran,8451,10174,Unknown or other discharge destination,0.05937888198757764,0.03884535224353237
2020-01-01,2020,Jan,NHS Borders_Jan,NHS Borders,2776,2545.3333333333335,Admission to same facility,0.334841628959276,0.3696573945149816
2020-01-01,2020,Jan,NHS Borders_Jan,NHS Borders,2776,2545.3333333333335,Discharged to private provider/died,0.0011312217194570137,0.0017464084785593214
2020-01-01,2020,Jan,NHS Borders_Jan,NHS Borders,2776,2545.3333333333335,Discharged to private residence,0.5935143288084465,0.5488385843162684
2020-01-01,2020,Jan,NHS Borders_Jan,NHS Borders,2776,2545.3333333333335,Transferred to another NHS provider,0.0614630467571644,0.0757194616594497
2020-01-01,2020,Jan,NHS Borders_Jan,NHS Borders,2776,2545.3333333333335,Unknown or other discharge destination,0.00904977375565611,0.004038151030740961
2020-02-01,2020,Feb,NHS Borders_Feb,NHS Borders,2444,2286.3333333333335,Admission to same facility,0.3502604166666667,0.35072381384485657
2020-02-01,2020,Feb,NHS Borders_Feb,NHS Borders,2444,2286.3333333333335,Discharged to private provider/died,0.001736111111111111,0.0012356130004730248
2020-02-01,2020,Feb,NHS Borders_Feb,NHS Borders,2444,2286.3333333333335,Discharged to private residence,0.5746527777777778,0.5742059082972808
2020-02-01,2020,Feb,NHS Borders_Feb,NHS Borders,2444,2286.3333333333335,Transferred to another NHS provider,0.06380208333333333,0.0685419724764594
2020-02-01,2020,Feb,NHS Borders_Feb,NHS Borders,2444,2286.3333333333335,Unknown or other discharge destination,0.009548611111111112,0.0052926923809301744
2020-03-01,2020,Mar,NHS Borders_Mar,NHS Borders,1960,2599.6666666666665,Admission to same facility,0.3370253164556962,0.3357351257073651
2020-03-01,2020,Mar,NHS Borders_Mar,NHS Borders,1960,2599.6666666666665,Discharged to private provider/died,0.002109704641350211,0.0013736909400213688
2020-03-01,2020,Mar,NHS Borders_Mar,NHS Borders,1960,2599.6666666666665,Discharged to private residence,0.6118143459915611,0.5866856062719525
2020-03-01,2020,Mar,NHS Borders_Mar,NHS Borders,1960,2599.6666666666665,Transferred to another NHS provider,0.04377637130801688,0.07161989539570299
2020-03-01,2020,Mar,NHS Borders_Mar,NHS Borders,1960,2599.6666666666665,Unknown or other discharge destination,0.005274261603375527,0.004585681684957968
2020-04-01,2020,Apr,NHS Borders_Apr,NHS Borders,1494,2760,Admission to same facility,0.3748326639892905,0.3208799030246733
2020-04-01,2020,Apr,NHS Borders_Apr,NHS Borders,1494,2760,Discharged to private provider/died,0.0013386880856760374,0.0013724918699197916
2020-04-01,2020,Apr,NHS Borders_Apr,NHS Borders,1494,2760,Discharged to private residence,0.5943775100401606,0.5906620074538772
